,genero,monto,hora,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,cashback,fraude,Dia,Sistema,device_score,Flag_dcto
11770,Error registro,5.212544297167998,21,No registrado,Toluca,Física,89000,63,Aceptada,1,0.0469128986745119,0,Friday,.,1,1
11771,Error registro,396.4392596320195,5,Farmacia,Toluca,Física,89000,63,Aceptada,1,3.1715140770561563,0,Friday,.,2,1
11772,Error registro,750.8282382086738,17,No registrado,Toluca,Física,89000,63,En proceso,1,6.757454143878065,0,Tuesday,WEB,2,1
11773,Error registro,128.6842958744917,5,No registrado,Toluca,Virtual,89000,63,Aceptada,1,2.573685917489834,0,Tuesday,.,2,0
11775,F,147.63089419015475,6,No registrado,Toluca,Física,38000,50,Rechazada,0,1.4763089419015476,0,Sunday,%%,3,0
11778,F,897.4497052905411,9,No registrado,Toluca,Virtual,38000,50,En proceso,0,17.948994105810822,0,Sunday,%%,4,0
11779,F,31.472152195693997,10,No registrado,Toluca,Física,38000,50,Aceptada,0,0.2517772175655519,0,Thursday,%%,3,1
11780,Error registro,467.0841210722415,4,Farmacia,No registrado,Física,31000,37,Aceptada,1,4.203757089650174,0,Saturday,ANDROID,5,1
11781,Error registro,485.2814521770392,1,MPago,No registrado,Física,31000,37,En proceso,1,4.852814521770393,0,Thursday,WEB,4,0
11783,F,564.8806428244137,10,No registrado,Merida,Virtual,99000,52,Aceptada,0,11.297612856488277,0,Thursday,%%,5,0
11784,M,638.3219992915973,7,MPago,No registrado,Física,71000,59,Aceptada,0,6.383219992915973,0,Wednesday,WEB,2,0
11785,M,60.87380990864,10,No registrado,No registrado,Física,71000,59,Aceptada,0,0.54786428917776,0,Wednesday,.,4,1
11786,M,316.3689608518877,18,No registrado,No registrado,Física,71000,59,Aceptada,0,3.1636896085188773,0,Thursday,%%,3,0
11788,M,249.8674277921259,19,Restaurante,No registrado,Virtual,71000,59,Aceptada,0,4.997348555842518,0,Sunday,WEB,3,0
11789,M,730.1841132360476,11,Restaurante,No registrado,Virtual,71000,59,Aceptada,0,13.143314038248857,0,Sunday,ANDROID,3,1
11792,Error registro,132.52284486692832,18,No registrado,No registrado,Virtual,64000,58,En proceso,0,2.6504568973385667,0,Saturday,.,2,0
11793,M,70.5256956356275,8,No registrado,No registrado,Física,52000,58,Aceptada,0,0.705256956356275,0,Monday,.,1,0
11794,M,512.5174786587822,9,No registrado,No registrado,Física,52000,58,Aceptada,0,5.125174786587823,0,Saturday,ANDROID,3,0
11796,F,404.3681713458649,1,No registrado,No registrado,Física,50000,63,Aceptada,0,4.043681713458649,0,Sunday,%%,4,0
11798,F,371.6216272014731,17,Farmacia,No registrado,Virtual,50000,63,Rechazada,0,7.432432544029462,0,Saturday,ANDROID,5,0
11799,F,675.3678036622033,7,Farmacia,No registrado,Física,50000,63,Aceptada,0,6.07831023295983,0,Friday,ANDROID,1,1
11800,F,855.4551555056444,2,Restaurante,No registrado,Física,50000,63,Aceptada,0,8.554551555056443,0,Tuesday,ANDROID,4,0
11801,F,47.79179150298707,21,Farmacia,No registrado,Física,50000,63,Aceptada,0,0.4779179150298707,0,Tuesday,.,4,0
11803,F,132.17095288617574,8,MPago,No registrado,Física,50000,63,Aceptada,0,1.3217095288617575,0,Tuesday,WEB,1,0
11808,F,91.84125186476268,11,MPago,No registrado,Virtual,50000,63,Aceptada,0,1.6531425335657282,0,Monday,%%,1,1
11809,F,673.8189600036276,18,No registrado,No registrado,Física,50000,63,Aceptada,0,6.0643706400326485,0,Monday,WEB,1,1
11810,F,399.7869260211299,3,Abarrotes,No registrado,Física,50000,63,Aceptada,0,3.997869260211299,0,Tuesday,.,1,0
11812,F,25.522692913962032,7,No registrado,No registrado,Física,50000,63,Aceptada,0,0.2552269291396203,0,Thursday,%%,5,0
11816,F,389.3426508959027,7,Super,No registrado,Física,57000,42,Aceptada,0,3.114741207167222,0,Monday,WEB,3,1
11817,F,520.2040585554521,2,No registrado,No registrado,Virtual,57000,42,En proceso,0,9.363673053998138,0,Friday,ANDROID,2,1
11818,F,703.4079996392262,4,No registrado,No registrado,Física,57000,42,En proceso,0,6.330671996753036,0,Wednesday,.,3,1
11819,F,872.3599187430706,9,Farmacia,No registrado,Virtual,29000,56,Aceptada,0,13.95775869988913,0,Thursday,%%,1,1
11820,F,442.6931501212523,7,Super,Merida,Virtual,39000,37,Rechazada,0,8.853863002425046,0,Friday,WEB,3,0
11822,F,467.6652182096137,5,Farmacia,Merida,Virtual,39000,37,Aceptada,0,9.353304364192274,0,Friday,.,3,0
11824,F,794.7649619776353,18,No registrado,Merida,Física,39000,37,En proceso,0,7.152884657798718,0,Wednesday,%%,3,1
11825,F,734.9227115605114,15,No registrado,Merida,Física,39000,37,En proceso,0,7.349227115605114,0,Friday,%%,4,0
11826,F,263.6161949058363,20,No registrado,Merida,Virtual,39000,37,Aceptada,0,5.272323898116727,0,Wednesday,%%,3,0
11830,M,643.6549264853971,17,Super,No registrado,Física,30000,52,Aceptada,1,5.792894338368575,0,Saturday,WEB,2,1
11831,M,972.8073198469524,16,MPago,No registrado,Física,30000,52,Aceptada,1,8.755265878622573,0,Saturday,%%,5,1
11832,M,198.6672374697204,15,Farmacia,No registrado,Física,30000,52,Aceptada,1,1.589337899757763,0,Wednesday,WEB,1,1
11833,M,937.666197202341,20,No registrado,No registrado,Virtual,30000,52,Aceptada,1,18.75332394404682,0,Thursday,ANDROID,1,0
11834,M,217.757290979374,14,MPago,No registrado,Virtual,30000,52,Aceptada,1,4.35514581958748,0,Wednesday,.,1,0
11836,M,256.8815446360502,17,MPago,No registrado,Física,30000,52,Aceptada,1,2.568815446360502,0,Sunday,.,1,0
11838,M,917.160237543862,1,Abarrotes,No registrado,Física,30000,52,Aceptada,1,9.17160237543862,0,Monday,.,4,0
11842,M,406.9597212344264,3,MPago,No registrado,Física,75000,40,Aceptada,0,4.069597212344264,1,Tuesday,%%,5,0
11846,M,808.0646589636948,2,No registrado,No registrado,Física,75000,40,Aceptada,0,7.272581930673254,0,Tuesday,WEB,3,1
11847,M,805.0883801710863,11,No registrado,No registrado,Virtual,75000,40,Aceptada,0,16.101767603421727,0,Monday,WEB,5,0
11848,M,107.29852219520264,17,No registrado,No registrado,Física,75000,40,Aceptada,0,1.0729852219520264,0,Tuesday,%%,5,0
11849,M,218.1179339017769,9,MPago,No registrado,Virtual,75000,40,En proceso,0,3.926122810231985,0,Friday,%%,1,1
11850,M,642.3980114518109,21,No registrado,No registrado,Física,75000,40,Aceptada,0,6.423980114518109,0,Tuesday,%%,4,0
11852,M,560.7038282090199,19,No registrado,No registrado,Física,75000,40,Aceptada,0,5.04633445388118,0,Monday,%%,2,1
11855,F,369.2147170455483,6,Farmacia,Merida,Física,70000,47,Rechazada,0,3.692147170455483,0,Friday,%%,1,0
11857,F,770.38394236794,14,MPago,Merida,Virtual,70000,47,Aceptada,0,15.4076788473588,0,Sunday,%%,1,0
11858,F,9.19222608772663,8,No registrado,Merida,Física,70000,47,Aceptada,0,0.0827300347895396,0,Tuesday,ANDROID,3,1
11859,F,250.63259901063083,11,MPago,Merida,Física,70000,47,Aceptada,0,2.5063259901063084,0,Monday,%%,3,0
11860,M,807.9751561470348,21,No registrado,Monterrey,Física,47000,33,Aceptada,0,7.271776405323313,0,Wednesday,%%,1,1
11861,M,118.11139513456604,21,Abarrotes,Monterrey,Física,47000,33,Aceptada,0,1.1811139513456603,0,Tuesday,%%,2,0
11863,M,256.7473701458888,1,MPago,Monterrey,Física,47000,33,Aceptada,0,2.310726331312999,0,Thursday,ANDROID,4,1
11864,M,76.16705286204805,22,Restaurante,Monterrey,Física,47000,33,Aceptada,0,0.7616705286204806,0,Friday,.,3,0
11865,Error registro,678.8186015157079,19,MPago,Monterrey,Virtual,89000,56,Aceptada,0,12.21873482728274,0,Sunday,WEB,3,1
11868,Error registro,324.0748398113699,17,No registrado,Monterrey,Virtual,89000,56,Aceptada,0,6.481496796227398,0,Thursday,WEB,2,0
11869,Error registro,64.44885523853915,15,Farmacia,Monterrey,Virtual,89000,56,Rechazada,0,1.288977104770783,0,Tuesday,ANDROID,4,0
11870,Error registro,924.7883872008048,12,MPago,Monterrey,Virtual,89000,56,En proceso,0,18.495767744016096,0,Thursday,%%,3,0
11871,Error registro,898.6714622421289,21,Farmacia,Monterrey,Virtual,89000,56,Aceptada,0,16.17608632035832,0,Thursday,%%,5,1
11872,Error registro,965.0861076573416,17,No registrado,Monterrey,Física,89000,56,Aceptada,0,9.650861076573417,0,Thursday,.,1,0
11873,M,404.84774637843526,17,No registrado,Monterrey,Virtual,38000,63,Aceptada,1,8.096954927568705,1,Sunday,WEB,4,0
11875,M,928.1008279023076,3,Farmacia,Monterrey,Física,38000,63,Aceptada,1,9.281008279023077,0,Friday,WEB,5,0
11876,M,736.8615365324872,4,Super,Monterrey,Virtual,38000,63,Rechazada,1,13.26350765758477,0,Thursday,.,5,1
11878,M,139.0077255085781,22,MPago,Monterrey,Virtual,38000,63,Aceptada,1,2.780154510171562,0,Tuesday,.,2,0
11879,M,648.158821641229,6,Super,Monterrey,Física,38000,63,Aceptada,1,5.833429394771061,0,Sunday,ANDROID,1,1
11880,M,876.1694797404542,21,Farmacia,Monterrey,Física,38000,63,En proceso,1,8.761694797404543,0,Friday,WEB,5,0
11881,M,921.1801863816036,18,Abarrotes,Monterrey,Física,38000,63,Aceptada,1,9.211801863816037,0,Thursday,.,5,0
11883,M,220.05353319944064,18,Abarrotes,Monterrey,Física,38000,63,Aceptada,1,2.2005353319944065,0,Saturday,ANDROID,5,0
11884,M,190.61440070801427,4,MPago,Monterrey,Física,38000,63,Aceptada,1,1.7155296063721286,0,Monday,%%,5,1
11885,M,152.99281501828932,7,MPago,Monterrey,Física,38000,63,Aceptada,1,1.2239425201463143,0,Tuesday,%%,1,1
11888,M,673.0203121949506,12,Super,Monterrey,Física,38000,63,Aceptada,1,6.057182809754556,0,Sunday,.,2,1
11889,M,573.0913343596311,3,MPago,Monterrey,Física,38000,63,En proceso,1,5.15782200923668,0,Sunday,.,3,1
11890,F,421.55587330822175,2,Restaurante,Merida,Física,68000,56,En proceso,0,4.215558733082218,0,Friday,.,5,0
11892,F,946.4850612748183,4,Abarrotes,Merida,Física,28000,42,En proceso,0,9.464850612748185,0,Sunday,%%,5,0
11893,F,462.3124617378904,9,No registrado,Merida,Física,28000,42,En proceso,0,4.623124617378904,0,Sunday,.,2,0
11895,F,459.6659595132129,7,No registrado,Merida,Virtual,28000,42,Aceptada,0,7.354655352211407,0,Wednesday,ANDROID,5,1
11896,F,660.7269922224964,17,MPago,Merida,Física,28000,42,Aceptada,0,6.6072699222249645,0,Monday,ANDROID,2,0
11897,F,976.3797290723986,2,MPago,Merida,Física,28000,42,Rechazada,0,9.763797290723986,0,Friday,ANDROID,1,0
11901,F,819.9222554700987,1,Farmacia,Merida,Física,28000,42,En proceso,0,8.199222554700986,0,Friday,%%,1,0
11902,F,86.57011637147517,13,Restaurante,Merida,Virtual,28000,42,Aceptada,0,1.7314023274295034,0,Monday,.,1,0
11903,F,562.0845748285072,19,Farmacia,Merida,Física,28000,42,Aceptada,0,5.620845748285072,0,Wednesday,.,2,0
11904,F,701.4137814337046,18,Restaurante,Merida,Física,28000,42,En proceso,0,6.312724032903342,0,Sunday,ANDROID,4,1
11905,F,105.49553158074076,19,MPago,Merida,Virtual,28000,42,Rechazada,0,2.1099106316148157,0,Thursday,ANDROID,4,0
11906,F,947.0728240554112,8,Farmacia,Merida,Virtual,28000,42,Aceptada,0,18.941456481108226,0,Monday,%%,5,0
11907,F,548.5511439955575,4,Restaurante,Toluca,Física,68000,44,Aceptada,0,5.485511439955575,0,Wednesday,ANDROID,1,0
11910,F,756.6767381789622,2,No registrado,Toluca,Física,68000,44,Aceptada,0,7.566767381789622,0,Sunday,ANDROID,3,0
11911,F,54.70089276066925,6,No registrado,Toluca,Física,68000,44,Aceptada,0,0.5470089276066925,0,Monday,WEB,3,0
11912,F,948.7910228562856,16,Farmacia,Toluca,Virtual,68000,44,Aceptada,0,18.975820457125717,0,Tuesday,.,4,0
11913,F,815.5124211644612,5,MPago,Toluca,Física,68000,44,En proceso,0,8.155124211644612,0,Sunday,WEB,4,0
11914,F,535.3300259632173,5,Farmacia,Toluca,Virtual,68000,44,Aceptada,0,10.706600519264343,0,Monday,.,2,0
11915,F,494.4668754740348,7,Farmacia,Toluca,Física,68000,44,Aceptada,0,4.944668754740348,0,Sunday,.,4,0
11919,Error registro,62.43454384078351,14,No registrado,Merida,Física,70000,35,Rechazada,0,0.6243454384078351,0,Sunday,.,5,0
11921,Error registro,548.3355844155197,9,MPago,Merida,Física,70000,35,Aceptada,0,4.935020259739678,0,Thursday,%%,2,1
11922,F,862.7762447297902,15,Abarrotes,No registrado,Física,88000,50,Aceptada,0,8.627762447297902,0,Saturday,%%,4,0
11923,F,461.1955316139198,4,Restaurante,No registrado,Virtual,88000,50,Aceptada,0,9.223910632278397,0,Wednesday,ANDROID,3,0
11924,F,853.915943227256,15,Super,No registrado,Física,88000,50,Aceptada,0,8.53915943227256,0,Thursday,ANDROID,5,0
11925,F,521.2068006999739,1,Farmacia,No registrado,Física,88000,50,Rechazada,0,5.212068006999739,0,Wednesday,.,4,0
11927,F,658.6062983317142,7,No registrado,No registrado,Física,88000,50,Aceptada,0,6.586062983317143,0,Wednesday,ANDROID,1,0
11928,F,285.10790956078023,9,No registrado,No registrado,Física,88000,50,Aceptada,0,2.8510790956078025,0,Friday,ANDROID,3,0
11929,F,843.884113722552,13,No registrado,No registrado,Física,88000,50,Aceptada,0,8.43884113722552,0,Saturday,ANDROID,5,0
11931,F,588.4073049632618,4,No registrado,No registrado,Física,88000,50,Aceptada,0,5.884073049632618,0,Friday,ANDROID,2,0
11932,F,176.8111489128834,16,No registrado,No registrado,Virtual,88000,50,Aceptada,0,3.536222978257668,1,Saturday,.,1,0
11933,F,448.9574468952542,19,Abarrotes,No registrado,Física,88000,50,Rechazada,0,4.489574468952542,0,Friday,ANDROID,5,0
11934,M,746.4140843004092,22,MPago,Merida,Física,54000,64,Rechazada,0,7.464140843004092,0,Monday,WEB,3,0
11935,M,843.3833351690112,5,No registrado,Merida,Física,54000,64,En proceso,0,7.590450016521101,0,Monday,ANDROID,2,1
11936,M,397.2561847812576,6,Super,Merida,Física,54000,64,Aceptada,0,3.575305663031318,0,Friday,WEB,4,1
11937,M,496.5414949447731,20,Farmacia,Merida,Física,54000,64,Aceptada,0,4.965414949447731,0,Saturday,.,3,0
11938,M,629.1354356547909,23,No registrado,Merida,Física,54000,64,Aceptada,0,6.291354356547909,0,Sunday,ANDROID,2,0
11939,M,185.40322298083188,5,Restaurante,Merida,Física,54000,64,Aceptada,0,1.6686290068274872,0,Tuesday,%%,3,1
11940,M,750.4272815944565,22,MPago,Merida,Virtual,54000,64,Aceptada,0,13.507691068700218,0,Monday,.,4,1
11941,M,407.41188154215257,3,Super,Merida,Física,54000,64,Aceptada,0,4.074118815421526,0,Saturday,%%,1,0
11942,M,658.672455647997,14,No registrado,Merida,Virtual,54000,64,En proceso,0,13.173449112959942,0,Saturday,%%,2,0
11943,M,690.9112323113485,15,No registrado,Merida,Virtual,54000,64,Rechazada,0,12.436402181604272,0,Monday,ANDROID,5,1
11945,M,547.9876077472285,10,Farmacia,Merida,Física,54000,64,Aceptada,0,4.931888469725056,0,Friday,.,2,1
11947,Error registro,677.9567537697103,17,Abarrotes,Monterrey,Virtual,29000,48,Aceptada,0,13.559135075394206,0,Wednesday,%%,5,0
11948,Error registro,715.8090176708664,9,No registrado,Monterrey,Virtual,29000,48,Aceptada,0,12.884562318075597,0,Sunday,ANDROID,4,1
11949,Error registro,568.0247466272479,19,No registrado,Monterrey,Virtual,29000,48,Aceptada,0,11.360494932544958,0,Monday,.,2,0
11951,F,759.5279075133408,16,Super,Toluca,Física,47000,46,Aceptada,1,7.595279075133408,0,Sunday,WEB,4,0
11952,F,677.380040481864,14,Restaurante,Toluca,Virtual,47000,46,En proceso,1,13.54760080963728,0,Monday,.,3,0
11956,M,463.8510069559557,16,Super,Guadalajara,Virtual,55000,37,Aceptada,0,8.349318125207203,0,Saturday,.,5,1
11957,M,977.7704261063544,2,Abarrotes,Guadalajara,Física,55000,37,En proceso,0,9.777704261063544,0,Friday,.,1,0
11958,M,373.6996839376021,11,Farmacia,Guadalajara,Física,55000,37,Aceptada,0,3.736996839376021,0,Thursday,ANDROID,4,0
11959,M,932.874672073332,21,Super,Guadalajara,Física,55000,37,Aceptada,0,8.395872048659989,0,Sunday,.,3,1
11960,M,972.7239785180776,11,Abarrotes,Guadalajara,Física,55000,37,Aceptada,0,9.727239785180776,0,Thursday,%%,1,0
11964,M,180.68957797854168,22,Abarrotes,Monterrey,Física,77000,48,Aceptada,0,1.8068957797854168,0,Wednesday,.,4,0
11965,M,369.8732390606421,2,No registrado,Monterrey,Física,77000,48,Rechazada,0,3.6987323906064207,0,Sunday,ANDROID,4,0
11966,M,600.3384523784831,2,No registrado,Monterrey,Física,77000,48,Aceptada,0,6.003384523784831,0,Monday,ANDROID,1,0
11967,M,566.3863379691559,21,Farmacia,Monterrey,Física,77000,48,Rechazada,0,5.663863379691559,0,Sunday,%%,1,0
11969,M,955.130011685067,23,Restaurante,Monterrey,Física,77000,48,Rechazada,0,8.596170105165603,0,Friday,.,4,1
11970,M,625.6317896163625,19,No registrado,Monterrey,Física,77000,48,Aceptada,0,6.256317896163625,0,Tuesday,.,1,0
11971,M,702.7076625260179,10,Restaurante,Monterrey,Física,77000,48,En proceso,0,7.027076625260179,0,Tuesday,.,2,0
11972,F,785.0330116020504,14,No registrado,No registrado,Virtual,89000,39,En proceso,0,15.700660232041008,0,Wednesday,WEB,3,0
11974,F,646.879419349021,17,MPago,No registrado,Física,89000,39,Aceptada,0,5.821914774141189,0,Saturday,ANDROID,5,1
11975,F,405.222924408534,7,MPago,No registrado,Virtual,89000,39,Aceptada,0,8.10445848817068,1,Monday,ANDROID,5,0
11976,F,624.8649653777005,16,Farmacia,No registrado,Física,89000,39,Rechazada,0,6.248649653777005,0,Saturday,ANDROID,1,0
11977,F,381.0279606498565,3,MPago,No registrado,Física,89000,39,En proceso,0,3.8102796064985656,0,Thursday,WEB,3,0
11978,M,642.500753092413,11,No registrado,Toluca,Física,58000,50,Rechazada,0,6.42500753092413,0,Tuesday,WEB,1,0
11979,M,265.4247492325672,14,No registrado,Toluca,Física,81000,41,Aceptada,0,2.654247492325672,0,Tuesday,WEB,3,0
11980,M,324.9138399011607,22,Restaurante,Toluca,Virtual,81000,41,En proceso,0,6.498276798023214,0,Monday,WEB,5,0
11981,M,582.4551627154482,8,No registrado,Toluca,Física,81000,41,Aceptada,0,5.824551627154482,0,Thursday,%%,3,0
11982,M,990.6340231058792,12,Super,Toluca,Física,81000,41,Aceptada,0,9.906340231058792,0,Sunday,ANDROID,3,0
11983,M,12.86258189332623,2,No registrado,Toluca,Física,81000,41,Aceptada,0,0.1286258189332623,0,Sunday,ANDROID,2,0
11984,M,974.710416237738,15,No registrado,Toluca,Física,81000,41,Rechazada,0,9.74710416237738,0,Friday,%%,2,0
11987,M,824.9092851153698,8,Farmacia,Toluca,Física,81000,41,Rechazada,0,7.424183566038328,0,Tuesday,.,1,1
11988,M,49.140405961952574,1,No registrado,Toluca,Física,81000,41,Aceptada,0,0.4914040596195257,0,Tuesday,%%,4,0
11990,M,902.5108329355716,16,Restaurante,Toluca,Física,81000,41,Aceptada,0,7.220086663484572,0,Saturday,WEB,1,1
11991,M,416.8881071797194,10,MPago,Toluca,Física,81000,41,Aceptada,0,4.168881071797195,0,Wednesday,%%,2,0
11992,M,458.48013892391305,11,Abarrotes,Toluca,Física,81000,41,Aceptada,0,4.58480138923913,0,Monday,.,2,0
11993,M,305.45920887484965,22,No registrado,Toluca,Física,81000,41,Aceptada,0,3.0545920887484965,0,Wednesday,.,3,0
11994,M,271.6325918907661,13,No registrado,No registrado,Física,45000,53,Aceptada,0,2.7163259189076614,0,Saturday,ANDROID,1,0
11995,M,538.9919793915224,14,Farmacia,No registrado,Física,45000,53,Aceptada,0,4.31193583513218,0,Wednesday,ANDROID,1,1
11996,M,282.34978781094765,4,No registrado,No registrado,Física,45000,53,Aceptada,0,2.541148090298529,0,Friday,WEB,5,1
11997,M,915.7665176890488,1,No registrado,No registrado,Física,45000,53,Aceptada,0,9.157665176890488,0,Friday,ANDROID,2,0
11998,M,420.36483612585687,1,Farmacia,Guadalajara,Física,48000,45,Aceptada,0,4.203648361258569,0,Tuesday,.,5,0
11999,M,78.09054905089229,7,Restaurante,No registrado,Física,92000,61,En proceso,1,0.780905490508923,0,Wednesday,WEB,5,0
12000,M,66.76279738421675,14,Farmacia,No registrado,Virtual,92000,61,Aceptada,1,1.2017303529159016,0,Thursday,%%,1,1
12002,M,944.6129709957615,8,Abarrotes,No registrado,Física,92000,61,Aceptada,1,9.446129709957615,0,Monday,ANDROID,5,0
12003,F,220.96637576943724,15,MPago,No registrado,Virtual,59000,64,En proceso,0,4.419327515388745,0,Sunday,%%,2,0
12005,F,471.8689223098634,10,No registrado,No registrado,Física,59000,64,Aceptada,0,4.718689223098634,0,Sunday,WEB,5,0
12008,F,674.4963846283036,16,No registrado,No registrado,Física,59000,64,En proceso,0,6.744963846283037,0,Thursday,WEB,3,0
12009,F,790.4295243367327,13,No registrado,No registrado,Física,59000,64,Aceptada,0,7.113865719030595,0,Thursday,.,2,1
12010,F,678.6347225210075,13,Abarrotes,No registrado,Física,59000,64,Aceptada,0,6.786347225210075,0,Saturday,ANDROID,2,0
12011,F,966.9228232168653,10,Abarrotes,No registrado,Física,59000,64,Aceptada,0,9.669228232168653,0,Friday,%%,2,0
12012,F,515.9098160902688,6,No registrado,No registrado,Física,60000,38,Rechazada,1,4.12727852872215,0,Thursday,%%,3,1
12015,F,651.1264030794672,16,Super,No registrado,Física,60000,38,Rechazada,1,6.511264030794672,0,Thursday,.,4,0
12017,Error registro,803.6997639034447,20,Abarrotes,Toluca,Física,59000,36,En proceso,0,8.036997639034448,0,Wednesday,%%,4,0
12018,M,556.6799925142188,6,No registrado,No registrado,Física,75000,38,En proceso,0,5.566799925142188,0,Wednesday,.,4,0
12019,M,1.7313698617550388,22,Farmacia,No registrado,Virtual,75000,38,Aceptada,0,0.0346273972351007,0,Sunday,ANDROID,4,0
